PVSYST 7.2.10
,File,File date,Description
Project,_21V2.PRJ,10/01/22 20h20,_21V2,
Geographical Site,MT_Apex.SIT,10/01/22 20h20,MT_Apex_SA4;United States;North_America;,
Meteo data,MT_Apex_SA5_SA_TMY.MET,08/06/21 20h02,MT_Apex_SA5;Solar Anywhere, satellite data, SUNY model;TMY,
Simulation variant,_21V2.VC9,10/01/22 11h28,Waaree 535 Chint275NewDec21 33.7%GCR 1.20DCAC -0.30quality_yr1  SA3.5 - Jan 5 layout,
Simulation date,,13/01/22 11h49

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,EOutInv,EArrRef,EArrNom,EArrMPP,EArray,InvLoss,IL_Oper,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,IL_Imax,IL_Nigh,T_Amb,TArray,IArray,UArray,GlobInc,GlobHor,GlobEff,GlobBak,ShdLoss,IAMLoss,SlgLoss,ReflFrt,ReflBck,DifSBak,GIncLss,TempLss,ModQual,LIDLoss,MisLoss,MismBak,OhmLoss,BackShd
    ,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,캜,캜,A,V,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,kW,kW,kW,kW,kW,kW,kW,W/m�

01/01/90 00:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-22.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 01:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-22.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 02:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 03:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 04:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 05:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-22.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 06:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-22.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 07:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 08:00,2653.9,3075.5,2931.1,2753.2,2753.2,99.236,99.236,0,0,0,0,0,0,-23,-22.338,2633.8,1045.3,32.035,26.004,26.654,5.3989,0.0159,0.9223,1.701,0.0054,5.9612,0.0376,389.76,-299.87,-8.5237,42.746,28.07,24.649,1.135,0.5999
01/01/90 09:00,36283,35414,33623,36687,36687,404.41,404.41,0,0,0,0,0,0,-22.001,-13.836,31944,1148.5,368.88,140,343.73,7.6699,2.7969,0.1694,21.901,0.6165,6.9621,1.5599,321.59,-4421.2,-113.17,567.53,372.68,40.531,167.23,0.8522
01/01/90 10:00,48638,46872,45587,49223,49223,585.25,585.25,0,0,0,0,0,0,-20,-9.4042,43388,1134.5,488.22,251,458.75,20.806,12.655,0.2087,28.344,14.688,17.701,5.4166,129.63,-5296.6,-152.26,763.59,501.42,109.11,308.72,2.3118
01/01/90 11:00,44803,41427,42262,45336,45336,532.19,532.19,0,0,0,0,0,0,-17.999,-8.5053,40164,1128.8,431.51,342,405.71,47.267,6.8572,0.2256,25.366,8.3135,50.26,2.2586,181.82,-4794,-140.62,705.23,463.1,246.93,264.5,5.2519
01/01/90 12:00,42668,37667,40307,43166,43166,497.94,497.94,0,0,0,0,0,0,-17.999,-9.2003,38233,1129,392.34,390.99,368.32,71.679,0.0021,0.2694,23.515,-0.0825,79.646,-0.0023,213.21,-4668.4,-134.29,673.44,442.23,374.93,239.65,7.9643
01/01/90 13:00,45217,41788,42811,45762,45762,544.26,544.26,0,0,0,0,0,0,-17,-7.3812,40690,1124.6,435.27,363,408.89,50.87,5.9647,0.2268,25.676,6.6399,54.932,1.5904,173.09,-4697.6,-142.01,712.17,467.66,264.92,271.49,5.6522
01/01/90 14:00,50819,49122,48158,51457,51457,637.8,637.8,0,0,0,0,0,0,-17,-5.8565,45862,1122,511.65,282.01,481.99,25.748,13.345,0.2245,29.723,16.335,23.829,4.7793,90.7,-5032,-159.3,798.88,524.6,133.72,344.99,2.8609
01/01/90 15:00,39931,39562,37507,40390,40390,459.42,459.42,0,0,0,0,0,0,-17.999,-8.8858,35704,1131.3,412.08,158,382.7,9.6049,4.6371,0.2046,24.353,1.1719,8.089,2.5831,258.62,-4312.6,-124.68,625.28,410.6,50.13,208.97,1.0672
01/01/90 16:00,4422.9,5258.4,4542.2,4519.9,4519.9,97.023,97.023,0,0,0,0,0,0,-17.999,-16.946,4169.6,1084,54.772,34.999,43.1,5.801,0.0364,2.0375,2.7503,0.012,6.4002,0.0453,458.29,-568.8,-13.958,70.001,45.967,27.988,2.8447,0.6446
01/01/90 17:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 18:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 19:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 20:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 21:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 22:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 23:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-22.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 00:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-22.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 01:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 02:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 03:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 04:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 05:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 06:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 07:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 08:00,2620.1,2965.5,2825.8,2716.6,2716.6,96.483,96.483,0,0,0,0,0,0,-16,-15.365,2540.1,1069.5,30.889,25.006,25.701,5.1979,0.0155,0.8915,1.6402,0.0052,5.739,0.0364,384.15,-361.77,-8.4103,42.178,27.697,24.289,1.0556,0.5775
01/02/90 09:00,32670,32417,30938,33066,33066,395.97,395.97,0,0,0,0,0,0,-15,-7.4933,29437,1123.3,337.65,134.99,314.31,9.8653,2.8728,0.2064,20.012,0.7934,8.954,2.0074,364.34,-3431.6,-102.01,511.6,335.95,51.073,142,1.0961
01/02/90 10:00,43543,42459,41490,44073,44073,529.61,529.61,0,0,0,0,0,0,-14.001,-4.3891,39520,1115.2,442.25,233.01,414.78,22.86,12.401,0.2564,25.587,13.914,18.257,7.1428,194.18,-4147.6,-136.33,683.69,448.96,117.93,256.08,2.54
01/02/90 11:00,38414,35973,36851,38883,38883,469.72,469.72,0,0,0,0,0,0,-12,-3.7426,35044,1109.6,374.7,300,351.32,44.704,6.5702,0.3093,21.952,7.3976,46.32,3.3511,269.29,-3614.2,-120.59,604.74,397.11,229.67,201.31,4.9672
01/02/90 12:00,38413,34330,37068,38889,38889,475.22,475.22,0,0,0,0,0,0,-11,-2.9375,35198,1104.8,357.58,356,335.43,70.624,0.0027,0.4238,21.415,-0.075,78.473,-0.0022,265.76,-3536.1,-121.01,606.89,398.52,361.99,203.09,7.8471
01/02/90 13:00,33675,31332,32516,34102,34102,426.6,426.6,0,0,0,0,0,0,-9.9995,-2.7969,30901,1103.6,326.35,283,304.61,47.142,5.4975,0.4327,19.116,5.1227,48.938,3.4423,339.33,-3095.8,-105.82,530.67,348.48,240.87,156.49,5.238
01/02/90 14:00,39322,38423,37899,39810,39810,487.65,487.65,0,0,0,0,0,0,-9.9995,-1.2795,36110,1102.4,400.22,229,375.83,25.245,11.61,0.2702,23.138,13.332,21.868,6.182,252.24,-3405.2,-123.16,617.63,405.58,128.8,213.77,2.805
01/02/90 15:00,36431,36942,34957,36883,36883,452.31,452.31,0,0,0,0,0,0,-11,-2.4369,33328,1106.6,384.79,145,357.32,8.0379,4.3561,0.1749,22.743,1.0233,6.6803,2.2507,300.05,-3280.9,-113.81,570.77,374.81,41.088,182.07,0.8931
01/02/90 16:00,5560.6,7024.1,5630.3,5677.3,5677.3,116.74,116.74,0,0,0,0,0,0,-12,-10.672,5222.4,1087.1,73.163,41.001,54.523,5.6208,0.0439,2.7968,3.4793,0.0136,6.1962,0.0492,490.74,-697.69,-17.512,87.821,57.669,27.448,4.463,0.6245
01/02/90 17:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-14.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 18:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-14.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 19:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 20:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 21:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 22:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 23:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 00:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 01:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 02:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 03:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 04:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 05:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 06:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 07:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 08:00,3123.6,3824.1,3344.2,3220.5,3220.5,96.878,96.878,0,0,0,0,0,0,-20,-19.23,3029.6,1063,39.832,27.999,31.219,5.0053,0.0163,1.6049,1.9924,0.0051,5.526,0.0354,410.24,-384.15,-9.9544,49.921,32.782,23.391,1.5017,0.5561
01/03/90 09:00,38280,37839,35818,38718,38718,437.71,437.71,0,0,0,0,0,0,-19,-10.242,34084,1136,394.14,145,367.51,6.2585,2.7683,0.1421,23.426,0.5044,5.6777,1.2761,286.08,-4282.1,-119.44,599,393.34,32.767,190.41,0.6954
01/03/90 10:00,51867,50741,49337,52529,52529,661.24,661.24,0,0,0,0,0,0,-16,-4.4795,47005,1117.5,528.52,271,496.74,22.162,13.602,0.2176,30.694,15.873,18.936,5.6893,73.383,-4930.2,-162.58,815.35,535.41,114.66,362.43,2.4625
01/03/90 11:00,47070,43842,44738,47651,47651,580.23,580.23,0,0,0,0,0,0,-16,-5.9355,42544,1120,456.66,362,429.36,50.211,7.3602,0.2445,26.835,8.9419,53.236,2.5544,142.77,-4692.9,-147.87,741.55,486.95,260.55,296.83,5.579
01/03/90 12:00,43996,39344,42120,44535,44535,539.25,539.25,0,0,0,0,0,0,-14.001,-4.7768,39998,1113.4,409.81,408,384.66,75.231,0.0043,0.299,24.559,-0.0934,83.591,-0.0003,184.1,-4263,-138.6,695.06,456.42,388.66,262.32,8.359
01/03/90 13:00,46135,43195,44269,46715,46715,579.69,579.69,0,0,0,0,0,0,-13,-3.0123,42115,1109.2,449.92,376.99,422.66,52.821,5.9099,0.2211,26.561,6.5282,57.242,1.4474,150.11,-4218.8,-145.01,727.23,477.55,271.66,290.86,5.869
01/03/90 14:00,49982,49034,48119,50632,50632,650.06,650.06,0,0,0,0,0,0,-12,-0.8277,45862,1104,510.74,286,480.92,26.703,13.336,0.2304,29.667,16.139,24.741,4.9294,91.279,-4231.6,-156.78,786.24,516.3,136.6,345.01,2.967
01/03/90 15:00,42003,42503,40119,42514,42514,510.53,510.53,0,0,0,0,0,0,-13,-3.1575,38256,1111.3,442.72,162.99,411.13,7.7326,4.9661,0.1738,26.177,1.0287,6.3342,2.2575,216.24,-3850.1,-131.26,658.26,432.26,39.72,239.95,0.8592
01/03/90 16:00,5983.2,7318.6,5993.3,6105.2,6105.2,121.96,121.96,0,0,0,0,0,0,-14.001,-12.585,5562.6,1097.5,76.231,41.999,58.292,5.6209,0.0444,3.0843,3.7199,0.0135,6.1964,0.0491,499.7,-781.95,-18.827,94.415,61.999,27.722,5.0634,0.6245
01/03/90 17:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 18:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 19:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 20:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 21:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 22:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/90 23:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 00:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 01:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 02:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 03:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 04:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 05:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 06:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 07:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 08:00,1624.7,1677.4,1879.8,1723.6,1723.6,98.853,98.853,0,0,0,0,0,0,-16,-15.591,1642.4,1049.4,17.472,18.006,16.35,4.526,0.0127,0.0834,1.0433,0.0048,4.9963,0.0325,324.83,-228.32,-5.35,26.83,17.618,20.223,0.4413,0.5029
01/04/90 09:00,16926,16253,16139,17161,17161,235.39,235.39,0,0,0,0,0,0,-16,-12.279,15229,1126.8,169.29,95.005,156.47,15.848,2.6047,0.2855,9.9055,1.2823,14.366,3.2436,549.02,-2078.6,-53.004,265.82,174.55,81.722,37.975,1.7609
01/04/90 10:00,23625,21454,22576,23932,23932,307.06,307.06,0,0,0,0,0,0,-14.001,-9.3265,21354,1120.7,223.47,168.99,206.63,39.671,11.744,0.4527,12.436,11.796,25.182,18.897,485.16,-2662.8,-74.262,372.42,244.56,204.88,74.69,4.4078
01/04/90 11:00,28782,26279,27638,29149,29149,366.96,366.96,0,0,0,0,0,0,-12,-6.0529,26208,1112.2,273.72,242,253.87,47.269,6.7872,0.5527,15.809,6.2044,45.126,7.3956,414.9,-2942.1,-90.497,453.84,298.02,243,112.53,5.2521
01/04/90 12:00,31505,28075,30281,31901,31901,396.45,396.45,0,0,0,0,0,0,-12,-5.4234,28717,1110.9,292.43,291,273.87,57.9,0.004,0.6497,17.485,-0.0632,64.331,0.0024,374.61,-3152.8,-99.177,497.37,326.61,297.74,135.13,6.4334
01/04/90 13:00,41919,39244,40547,42442,42442,523.08,523.08,0,0,0,0,0,0,-9.9995,-0.9459,38573,1100.3,408.76,349.99,382.29,55.291,6.1653,0.4309,24.021,5.9632,58.336,3.0979,209.33,-3593.2,-131.79,660.94,434.02,282.16,243.96,6.1434
01/04/90 14:00,40375,38872,38954,40874,40874,499.39,499.39,0,0,0,0,0,0,-9.9995,-1.2488,37092,1102,404.89,255,378.71,36.764,13.827,0.4162,23.219,14.942,29.47,11.38,235.11,-3494,-126.64,635.09,417.04,187.65,225.55,4.0849
01/04/90 15:00,21499,21119,20786,21796,21796,296.91,296.91,0,0,0,0,0,0,-9.9995,-5.1861,19721,1105.2,219.98,117,202.58,18.913,5.0467,0.3185,12.763,2.6335,15.249,5.7655,506.63,-2168.6,-67.345,337.73,221.78,96.205,63.697,2.1014
01/04/90 16:00,3151.9,3486.8,3360,3248.7,3248.7,96.843,96.843,0,0,0,0,0,0,-11,-10.245,3055.8,1063.1,36.318,28.997,30.634,6.074,0.0431,0.7333,1.9543,0.017,6.6895,0.0594,410.98,-403.3,-10.057,50.435,33.119,28.544,1.5278,0.6749
01/04/90 17:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 18:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 19:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 20:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 21:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 22:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/90 23:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 00:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 01:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 02:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 03:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-9.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 04:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-9.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 05:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-9.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 06:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-9.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 07:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-9.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 08:00,2589.7,2963.2,2830.9,2688.2,2688.2,98.449,98.449,0,0,0,0,0,0,-9.9995,-9.3614,2554.7,1052.3,30.865,25.006,25.76,5.1889,0.0139,0.9076,1.644,0.0044,5.7319,0.0336,384.42,-327.54,-8.322,41.735,27.406,23.949,1.0678,0.5765
01/05/90 09:00,23508,23541,22744,23828,23828,320.48,320.48,0,0,0,0,0,0,-9.0003,-3.5394,21624,1101.9,245.21,110,227.73,12.027,2.6298,0.2327,14.473,0.9786,10.889,2.4748,483.03,-2241.6,-73.509,368.65,242.08,61.03,76.589,1.3364
01/05/90 10:00,24263,22799,23610,24595,24595,331.63,331.63,0,0,0,0,0,0,-8,-2.9745,22401,1097.9,237.48,167,219.85,36.123,11.463,0.4336,13.303,11.43,23.292,16.844,471.79,-2279.8,-76.253,382.41,251.11,183.17,82.199,4.0137
01/05/90 11:00,28781,26864,28174,29168,29168,387.57,387.57,0,0,0,0,0,0,-6.0005,0.122,26769,1089.6,279.82,245,259.91,46.586,6.7181,0.5216,16.188,6.2996,44.762,7.0009,406.9,-2415.7,-90.547,454.09,298.19,235.07,117.41,5.1763
01/05/90 12:00,25473,22966,25006,25825,25825,352.09,352.09,0,0,0,0,0,0,-6.0005,-0.6032,23719,1088.8,239.22,238.99,223.45,51.69,0.0043,0.9489,14.265,-0.0472,57.425,0.0088,452.79,-2211.5,-80.293,402.67,264.42,260.59,92.165,5.7434
01/05/90 13:00,26833,24953,26289,27200,27200,366.36,366.36,0,0,0,0,0,0,-6.0005,-0.2737,24965,1089.5,259.91,238,241.21,45.347,4.9454,0.5396,15.139,4.0315,46.109,4.276,434.65,-2293,-84.443,423.48,278.08,228.69,102.11,5.0385
01/05/90 14:00,26794,25578,26381,27165,27165,371.55,371.55,0,0,0,0,0,0,-4,1.6999,25084,1083,266.43,193,247.54,37.665,11.723,0.4553,15.04,11.908,28.107,13.742,433.33,-2125.1,-84.218,422.35,277.34,188.78,103.08,4.185
01/05/90 15:00,22984,23196,22628,23313,23313,329.75,329.75,0,0,0,0,0,0,-4,1.33,21533,1082.7,241.61,120,222.82,17.321,5.1529,0.2887,14.061,2.5285,13.723,5.5221,484.5,-1858.2,-72.006,361.11,237.13,86.535,75.949,1.9245
01/05/90 16:00,5001.2,6003.1,5236.5,5115.1,5115.1,113.91,113.91,0,0,0,0,0,0,-4,-2.7747,4865.6,1051.3,62.528,39.006,49.89,6.4004,0.0513,1.9916,3.1833,0.018,7.0486,0.0629,480.03,-508.2,-15.794,79.208,52.013,30.309,3.8739,0.7112
01/05/90 17:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 18:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 19:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 20:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.9997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 21:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 22:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/90 23:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/90 00:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/90 01:00,-1.65,0,0,0,0,1.65,0,0,0,0,0,0,1.65,-6.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
